adjective,noun,type
brilliant,audience,y
brilliant,girl,y
brilliant,virtuoso,y
brilliant,help,y
brilliant,progress,y
brilliant,adventure,y
brilliant,man,y
brilliant,soundtrack,y
brilliant,fighting,y
brilliant,strategist,y
brilliant,ploy,y
brilliant,start,y
brilliant,casting,y
brilliant,advocate,y
brilliant,novel,y
brilliant,meditation,y
brilliant,revival,y
brilliant,math,y
brilliant,examination,y
brilliant,reader,y
brilliant,homage,y
brilliant,scientist,y
brilliant,attitude,y
brilliant,physicist,y
brilliant,individual,y
brilliant,vet,y
brilliant,fun,y
brilliant,crowd,y
brilliant,lady,y
brilliant,programming,y
brilliant,people,y
brilliant,family,y
brilliant,boxer,y
brilliant,game,y
brilliant,memory,y
brilliant,chess,y
brilliant,beginning,y
brilliant,genius,y
brilliant,tactic,y
brilliant,music,y
brilliant,teaching,y
brilliant,king,y
brilliant,synthesis,y
brilliant,backhand,y
brilliant,tiebreaker,y
brilliant,cruise,y
brilliant,theory,y
brilliant,win,y
brilliant,lyric,y
brilliant,move,y
brilliant,performance,y
brilliant,observer,y
brilliant,past,y
brilliant,newsletter,y
brilliant,handling,y
brilliant,exception,y
brilliant,illumination,n
brilliant,pebble,n
brilliant,orange,n
brilliant,yarn,n
brilliant,ruby,n
brilliant,crystal,n
brilliant,screen,n
brilliant,diamond,n
brilliant,butterfly,n
brilliant,balloon,n
brilliant,flower,n
brilliant,palette,n
brilliant,moonlight,n
brilliant,tooth,n
brilliant,blaze,n
brilliant,glaze,n
brilliant,sapphire,n
brilliant,silver,n
brilliant,beacon,n
brilliant,flash,n
brilliant,wall,n
brilliant,cave,n
brilliant,mirror,n
brilliant,sheen,n
brilliant,constellation,n
brilliant,sunshine,n
brilliant,plumage,n
brilliant,silk,n
brilliant,window,n
brilliant,face,n
brilliant,gem,n
brilliant,whites,n
brilliant,crimson,n
brilliant,fabric,n
brilliant,daylight,n
brilliant,leaf,n
brilliant,stone,n
brilliant,fire,n
brilliant,gold,n
brilliant,ring,n
brilliant,pit,n
brilliant,mountain,n
brilliant,blue,n
brilliant,glass,n
brilliant,color,n
brilliant,sun,n
brilliant,black,n
brilliant,ice,n
brilliant,purple,n
brilliant,sky,n
brilliant,hue,n
brilliant,ribbon,n
brilliant,surface,n
brilliant,yellow,n
brilliant,light,n
brilliant,luster,n
brilliant,neon,n
brilliant,foliage,n
brilliant,ray,n
brilliant,flame,n
brilliant,house,n
brilliant,red,n
brilliant,sunlight,n
brilliant,beetle,n
brilliant,moon,n
brilliant,lighting,n
brilliant,beam,n
brilliant,box,n
brilliant,explosion,n
brilliant,plastic,n
brilliant,gloss,n
brilliant,sunset,n
brilliant,shaft,n
brilliant,star,n
brilliant,oil,n
brilliant,jewel,n
brilliant,sea,n
brilliant,green,n
brilliant,white,n
brilliant,reflection,n
brilliant,aurora,n
brilliant,rainbow,n
brilliant,comet,n
brilliant,emerald,n
brilliant,firework,n
brilliant,pink,n
brilliant,iron,n
brilliant,fireball,n
brilliant,shade,n
brilliant,glow,n
brilliant,water,n
brilliant,meteor,n
brilliant,desert,n
brilliant,lavender,n
brilliant,bloom,n
brilliant,laser,n
brilliant,blast,n
brilliant,coin,n
clean,title,y
clean,police,y
clean,technique,y
clean,company,y
clean,driving,y
clean,humor,y
clean,comedy,y
clean,possession,y
clean,sport,y
clean,poll,y
clean,blow,y
clean,configuration,y
clean,profile,y
clean,team,y
clean,business,y
clean,reputation,y
clean,shot,y
clean,politics,y
clean,economy,y
clean,separation,y
clean,voice,y
clean,presentation,y
clean,singing,y
clean,heart,y
clean,movie,y
clean,writing,y
clean,recording,y
clean,living,y
clean,life,y
clean,olympics,y
clean,escape,y
clean,election,y
clean,investment,y
clean,audit,y
clean,campaign,y
clean,getaway,y
clean,color,y
clean,vote,y
clean,bowling,y
clean,play,y
clean,transfer,y
clean,simplicity,y
clean,delivery,y
clean,division,y
clean,diet,y
clean,initiative,y
clean,winner,y
clean,institution,y
clean,work,y
clean,plot,y
clean,victory,y
clean,price,y
clean,cop,y
clean,conscience,y
clean,entertainment,y
clean,audio,y
clean,budget,y
clean,management,y
clean,candidate,y
clean,coach,y
clean,layout,y
clean,surrender,y
clean,balance,y
clean,header,y
clean,event,y
clean,debt,y
clean,solution,y
clean,win,y
clean,leader,y
clean,image,y
clean,soul,y
clean,credit,y
clean,strike,y
clean,government,y
clean,round,y
clean,salesman,y
clean,transaction,y
clean,language,y
clean,court,y
clean,bill,y
clean,trial,y
clean,habit,y
clean,deal,y
clean,president,y
clean,data,y
clean,run,y
clean,answer,y
clean,distinction,y
clean,governance,y
clean,question,y
clean,volley,y
clean,break,y
clean,fight,y
clean,email,y
clean,chance,y
clean,history,y
clean,license,y
clean,transition,y
clean,money,y
clean,decision,y
clean,score,y
clean,start,y
clean,match,y
clean,tackle,y
clean,song,y
clean,lifestyle,y
clean,attack,y
clean,catch,y
clean,code,y
clean,signal,y
clean,message,y
clean,health,y
clean,sale,y
clean,connection,y
clean,record,y
clean,project,y
clean,database,y
clean,administration,y
clean,operation,y
clean,dancing,y
clean,politician,y
clean,fun,y
clean,premise,y
clean,job,y
clean,tone,y
clean,website,y
clean,punch,y
clean,game,y
clean,interface,y
clean,opinion,y
clean,spirit,y
clean,coaching,y
clean,competition,y
clean,olympic,y
clean,outcome,y
clean,execution,y
clean,drinking,y
clean,claim,y
clean,joke,y
clean,report,y
clean,method,y
clean,athlete,y
clean,vocal,y
clean,art,y
clean,performance,y
clean,sound,y
clean,sweep,y
clean,speech,y
clean,bottle,n
clean,clothing,n
clean,needle,n
clean,shower,n
clean,pan,n
clean,dog,n
clean,diamond,n
clean,waterway,n
clean,linen,n
clean,syringe,n
clean,kitchen,n
clean,chimney,n
clean,vinyl,n
clean,spoon,n
clean,bus,n
clean,teeth,n
clean,garbage,n
clean,subway,n
clean,rock,n
clean,stream,n
clean,park,n
clean,equipment,n
clean,vegetable,n
clean,apartment,n
clean,seat,n
clean,diaper,n
clean,wall,n
clean,litter,n
clean,coat,n
clean,handkerchief,n
clean,brush,n
clean,smoke,n
clean,pot,n
clean,tile,n
clean,hay,n
clean,face,n
clean,gutter,n
clean,copper,n
clean,air,n
clean,paper,n
clean,cloth,n
clean,space,n
clean,lab,n
clean,fabric,n
clean,bucket,n
clean,tissue,n
clean,limb,n
clean,saucepan,n
clean,grain,n
clean,hand,n
clean,oven,n
clean,stone,n
clean,cotton,n
clean,corridor,n
clean,sheet,n
clean,gravel,n
clean,barrel,n
clean,rain,n
clean,ear,n
clean,bag,n
clean,hotel,n
clean,water,n
clean,city,n
clean,canal,n
clean,mushroom,n
clean,train,n
clean,sidewalk,n
clean,glass,n
clean,straw,n
clean,pad,n
clean,pipe,n
clean,machine,n
clean,carpet,n
clean,button,n
clean,uniform,n
clean,tube,n
clean,loo,n
clean,sediment,n
clean,meat,n
clean,towel,n
clean,blackboard,n
clean,textile,n
clean,laundry,n
clean,surface,n
clean,mud,n
clean,pasture,n
clean,glove,n
clean,beach,n
clean,counter,n
clean,weapon,n
clean,toilet,n
clean,nail,n
clean,clothes,n
clean,debris,n
clean,silicon,n
clean,tooth,n
clean,nozzle,n
clean,steam,n
clean,hospital,n
clean,plate,n
clean,vase,n
clean,beast,n
clean,milk,n
clean,grease,n
clean,skin,n
clean,bedding,n
clean,well,n
clean,sand,n
clean,ice,n
clean,skillet,n
clean,ship,n
clean,bandage,n
clean,coast,n
clean,exterior,n
clean,container,n
clean,jar,n
clean,hose,n
clean,clay,n
clean,bone,n
clean,fruit,n
clean,foil,n
clean,soil,n
clean,lens,n
clean,cup,n
clean,snow,n
clean,wound,n
clean,wood,n
clean,bathroom,n
clean,mountain,n
clean,box,n
clean,groundwater,n
clean,plastic,n
clean,knife,n
clean,breast,n
clean,tank,n
clean,desk,n
clean,refrigerator,n
clean,sock,n
clean,gas,n
clean,town,n
clean,finger,n
clean,rag,n
clean,dirt,n
clean,underwear,n
clean,floor,n
clean,metal,n
clean,street,n
clean,dish,n
clean,sea,n
clean,brick,n
clean,laboratory,n
clean,body,n
clean,shirt,n
clean,food,n
clean,restroom,n
clean,feather,n
clean,toy,n
clean,nappy,n
clean,river,n
clean,sponge,n
clean,ground,n
clean,sink,n
clean,cage,n
clean,furniture,n
clean,dust,n
clean,road,n
clean,burn,n
clean,tap,n
clean,lake,n
clean,nylon,n
clean,interior,n
clean,house,n
clean,liquid,n
clean,room,n
clean,boot,n
clean,tent,n
clean,bed,n
clean,bowl,n
clean,virus,n
clean,shoe,n
clean,bird,n
clean,fish,n
clean,steel,n
clean,suit,n
clear,representation,y
clear,benefit,y
clear,statistic,y
clear,condition,y
clear,gain,y
clear,presentation,y
clear,demonstration,y
clear,desire,y
clear,ability,y
clear,program,y
clear,tendency,y
clear,potential,y
clear,emphasis,y
clear,vote,y
clear,decision,y
clear,accounting,y
clear,response,y
clear,principle,y
clear,division,y
clear,choice,y
clear,plan,y
clear,failure,y
clear,consequence,y
clear,consensus,y
clear,fact,y
clear,price,y
clear,superiority,y
clear,influence,y
clear,linkage,y
clear,mission,y
clear,trade,y
clear,debt,y
clear,motive,y
clear,loser,y
clear,evidence,y
clear,interpretation,y
clear,insurgent,y
clear,loss,y
clear,limit,y
clear,career,y
clear,difference,y
clear,connection,y
clear,class,y
clear,violation,y
clear,logic,y
clear,advantage,y
clear,ruling,y
clear,metaphor,y
clear,confirmation,y
clear,answer,y
clear,distinction,y
clear,introduction,y
clear,rise,y
clear,call,y
clear,concern,y
clear,insight,y
clear,purpose,y
clear,bias,y
clear,identification,y
clear,definition,y
clear,risk,y
clear,production,y
clear,benchmark,y
clear,recommendation,y
clear,statement,y
clear,relation,y
clear,record,y
clear,expression,y
clear,task,y
clear,contribution,y
clear,agreement,y
clear,pledge,y
clear,mandate,y
clear,opportunity,y
clear,ethic,y
clear,election,y
clear,challenge,y
clear,grasp,y
clear,assessment,y
clear,impression,y
clear,scoring,y
clear,problem,y
clear,wish,y
clear,ownership,y
clear,leader,y
clear,rejection,y
clear,health,y
clear,account,y
clear,speech,y
clear,reminder,y
clear,history,y
clear,policy,y
clear,warning,y
clear,guidance,y
clear,expectation,y
clear,impact,y
clear,relationship,y
clear,perspective,y
clear,example,y
clear,verdict,y
clear,proof,y
clear,business,y
clear,message,y
clear,trend,y
clear,opposition,y
clear,conflict,y
clear,conclusion,y
clear,marketing,y
clear,audit,y
clear,community,y
clear,assumption,y
clear,context,y
clear,exposition,y
clear,development,y
clear,winner,y
clear,triumph,y
clear,victory,y
clear,indicator,y
clear,conscience,y
clear,management,y
clear,effort,y
clear,succession,y
clear,name,y
clear,leadership,y
clear,contract,y
clear,progression,y
clear,timescale,y
clear,basis,y
clear,stand,y
clear,articulation,y
clear,appeal,y
clear,decline,y
clear,identity,y
clear,association,y
clear,theme,y
clear,penalty,y
clear,awareness,y
clear,chance,y
clear,directive,y
clear,word,y
clear,intent,y
clear,attack,y
clear,process,y
clear,appreciation,y
clear,coalition,y
clear,victor,y
clear,discussion,y
clear,framework,y
clear,successor,y
clear,vocal,y
clear,command,y
clear,information,y
clear,priority,y
clear,role,y
clear,regulation,y
clear,testimony,y
clear,duty,y
clear,analysis,y
clear,idea,y
clear,alternative,y
clear,milestone,y
clear,method,y
clear,guarantee,y
clear,thought,y
clear,promise,y
clear,cut,y
clear,limitation,y
clear,thinking,y
clear,drop,y
clear,incentive,y
clear,outcome,y
clear,dialogue,y
clear,recovery,y
clear,poll,y
clear,knowledge,y
clear,improvement,y
clear,justification,y
clear,employee,y
clear,apology,y
clear,specification,y
clear,protester,y
clear,parameter,y
clear,cost,y
clear,test,y
clear,understanding,y
clear,investment,y
clear,reduction,y
clear,explanation,y
clear,stance,y
clear,commitment,y
clear,tension,y
clear,waiver,y
clear,lesson,y
clear,acceptance,y
clear,interference,y
clear,meaning,y
clear,narrative,y
clear,manifestation,y
clear,candidate,y
clear,argument,y
clear,disclosure,y
clear,strategy,y
clear,protection,y
clear,favorite,y
clear,notion,y
clear,need,y
clear,interest,y
clear,advice,y
clear,goal,y
clear,recollection,y
clear,description,y
clear,question,y
clear,contradiction,y
clear,willingness,y
clear,access,y
clear,underdog,y
clear,determination,y
clear,instruction,y
clear,reply,y
clear,comparison,y
clear,proposal,y
clear,deadline,y
clear,admission,y
clear,project,y
clear,hint,y
clear,summary,y
clear,diagnosis,y
clear,result,y
clear,conception,y
clear,suggestion,y
clear,support,y
clear,opinion,y
clear,similarity,y
clear,assurance,y
clear,intelligence,y
clear,communication,y
clear,report,y
clear,requirement,y
clear,differentiation,y
clear,conviction,y
clear,issue,y
clear,shift,y
clear,disagreement,y
clear,lack,y
clear,mistake,y
clear,implication,y
clear,agenda,y
clear,champion,y
clear,direction,y
clear,demand,y
clear,change,y
clear,obligation,y
clear,danger,y
clear,confession,y
clear,strength,y
clear,prognosis,y
clear,objective,y
clear,rule,y
clear,attempt,y
clear,voice,y
clear,allusion,y
clear,ambition,y
clear,reason,y
clear,research,y
clear,endorsement,y
clear,preference,y
clear,enemy,y
clear,prospect,y
clear,reference,y
clear,mind,y
clear,defeat,y
clear,accountability,y
clear,order,y
clear,correlation,y
clear,encouragement,y
clear,bid,y
clear,responsibility,y
clear,quotation,y
clear,condemnation,y
clear,security,y
clear,teaching,y
clear,declaration,y
clear,parallel,y
clear,custom,y
clear,inference,y
clear,success,y
clear,profit,y
clear,legislation,y
clear,concept,y
clear,offer,y
clear,safety,y
clear,government,y
clear,threat,y
clear,possibility,y
clear,language,y
clear,guideline,y
clear,data,y
clear,law,y
clear,authority,y
clear,hierarchy,y
clear,standard,y
clear,abuse,y
clear,progress,y
clear,increase,y
clear,indication,y
clear,disadvantage,y
clear,mechanism,y
clear,setback,y
clear,roadmap,y
clear,signal,y
clear,recognition,y
clear,growth,y
clear,procedure,y
clear,attitude,y
clear,notice,y
clear,intention,y
clear,timetable,y
clear,memory,y
clear,judgment,y
clear,rationale,y
clear,documentation,y
clear,win,y
clear,timeline,y
clear,value,y
clear,exception,y
clear,departure,y
clear,protocol,y
clear,juice,n
clear,waterfall,n
clear,substance,n
clear,bottle,n
clear,shell,n
clear,crystal,n
clear,quartz,n
clear,daylight,n
clear,visibility,n
clear,jelly,n
clear,diamond,n
clear,acrylic,n
clear,bag,n
clear,wine,n
clear,vinyl,n
clear,dawn,n
clear,transparency,n
clear,moonlight,n
clear,stream,n
clear,secretion,n
clear,polymer,n
clear,artery,n
clear,lagoon,n
clear,tape,n
clear,rubber,n
clear,canal,n
clear,amber,n
clear,panel,n
clear,sleeve,n
clear,lamp,n
clear,coat,n
clear,mirror,n
clear,brush,n
clear,rubble,n
clear,sunshine,n
clear,window,n
clear,spring,n
clear,runway,n
clear,silicone,n
clear,air,n
clear,airspace,n
clear,glazing,n
clear,polyester,n
clear,space,n
clear,tissue,n
clear,table,n
clear,honey,n
clear,screen,n
clear,alcohol,n
clear,pane,n
clear,leaf,n
clear,stone,n
clear,ground,n
clear,waterway,n
clear,can,n
clear,pond,n
clear,bead,n
clear,roadway,n
clear,smoke,n
clear,spot,n
clear,glass,n
clear,color,n
clear,pipe,n
clear,sunlight,n
clear,paste,n
clear,tube,n
clear,blood,n
clear,package,n
clear,sky,n
clear,vinegar,n
clear,fuel,n
clear,surface,n
clear,orb,n
clear,mud,n
clear,resin,n
clear,beach,n
clear,counter,n
clear,light,n
clear,nail,n
clear,membrane,n
clear,debris,n
clear,lid,n
clear,ocean,n
clear,flame,n
clear,plate,n
clear,skin,n
clear,mask,n
clear,evening,n
clear,sand,n
clear,ice,n
clear,dome,n
clear,soup,n
clear,chalk,n
clear,container,n
clear,glue,n
clear,jar,n
clear,creek,n
clear,wrap,n
clear,fluid,n
clear,fruit,n
clear,lens,n
clear,roof,n
clear,snow,n
clear,lighting,n
clear,river,n
clear,box,n
clear,pavement,n
clear,plastic,n
clear,gloss,n
clear,vista,n
clear,pool,n
clear,coating,n
clear,paint,n
clear,wax,n
clear,fountain,n
clear,material,n
clear,bulb,n
clear,oil,n
clear,button,n
clear,broth,n
clear,jewel,n
clear,street,n
clear,sea,n
clear,stem,n
clear,land,n
clear,malt,n
clear,glaze,n
clear,stamp,n
clear,airway,n
clear,door,n
clear,lake,n
clear,water,n
clear,gel,n
clear,layer,n
clear,liquor,n
clear,liquid,n
clear,room,n
clear,bowl,n
clear,beer,n
clear,field,n
clear,urine,n
clear,sack,n
clear,sap,n
clear,aurora,n
clear,silt,n
clear,net,n
cold,person,y
cold,thought,y
cold,dread,y
cold,precision,y
cold,intolerance,y
cold,relationship,y
cold,cruelty,y
cold,clinician,y
cold,professionalism,y
cold,analysis,y
cold,tone,y
cold,affect,y
cold,reception,y
cold,father,y
cold,presentation,y
cold,reason,y
cold,heart,y
cold,sermon,y
cold,killer,y
cold,cognition,y
cold,company,y
cold,loneliness,y
cold,dignity,y
cold,family,y
cold,personality,y
cold,killing,y
cold,applause,y
cold,glare,y
cold,attack,y
cold,community,y
cold,isolation,y
cold,glance,y
cold,reaction,y
cold,monster,y
cold,temperament,y
cold,customer,y
cold,service,y
cold,manner,y
cold,calculation,y
cold,choice,y
cold,anger,y
cold,abstraction,y
cold,review,y
cold,fact,y
cold,rage,y
cold,response,y
cold,efficiency,y
cold,affair,y
cold,child,y
cold,statistics,y
cold,command,y
cold,beauty,y
cold,smile,y
cold,approach,y
cold,presence,y
cold,greeting,y
cold,evidence,y
cold,experience,y
cold,remark,y
cold,soul,y
cold,government,y
cold,mother,y
cold,woman,y
cold,charity,y
cold,stance,y
cold,thanks,y
cold,welcome,y
cold,language,y
cold,design,y
cold,letter,y
cold,logic,y
cold,despair,y
cold,audience,y
cold,silence,y
cold,certainty,y
cold,penalty,y
cold,man,y
cold,offer,y
cold,word,y
cold,compression,y
cold,appearance,y
cold,bias,y
cold,hostility,y
cold,courage,y
cold,fight,y
cold,brutality,y
cold,queen,y
cold,contract,y
cold,brilliance,y
cold,relation,y
cold,method,y
cold,truth,y
cold,expression,y
cold,murder,y
cold,attitude,y
cold,faith,y
cold,gaze,y
cold,fear,y
cold,detachment,y
cold,people,y
cold,contempt,y
cold,character,y
cold,message,y
cold,game,y
cold,memory,y
cold,fury,y
cold,weekend,y
cold,objectivity,y
cold,indifference,y
cold,loss,y
cold,assessment,y
cold,peace,y
cold,impression,y
cold,look,y
cold,doubt,y
cold,intellect,y
cold,rationality,y
cold,embrace,y
cold,delight,y
cold,reminder,y
cold,chocolate,n
cold,cloud,n
cold,venue,n
cold,wash,n
cold,nose,n
cold,crystal,n
cold,planet,n
cold,pan,n
cold,antarctic,n
cold,pipe,n
cold,wine,n
cold,ash,n
cold,clay,n
cold,vegetable,n
cold,highland,n
cold,piece,n
cold,egg,n
cold,hydrogen,n
cold,wire,n
cold,atom,n
cold,mirror,n
cold,smoke,n
cold,spring,n
cold,cheese,n
cold,filling,n
cold,opening,n
cold,north,n
cold,daylight,n
cold,place,n
cold,object,n
cold,week,n
cold,oven,n
cold,gun,n
cold,trek,n
cold,fog,n
cold,brew,n
cold,rain,n
cold,slice,n
cold,cement,n
cold,pudding,n
cold,office,n
cold,heat,n
cold,atlantic,n
cold,tub,n
cold,serving,n
cold,tail,n
cold,landscape,n
cold,mud,n
cold,sponge,n
cold,champagne,n
cold,blanket,n
cold,wave,n
cold,arctic,n
cold,country,n
cold,flow,n
cold,evening,n
cold,sand,n
cold,april,n
cold,meat,n
cold,moon,n
cold,drink,n
cold,sake,n
cold,shed,n
cold,plastic,n
cold,garden,n
cold,south,n
cold,sauce,n
cold,oil,n
cold,climate,n
cold,cow,n
cold,october,n
cold,floor,n
cold,freezing,n
cold,street,n
cold,earth,n
cold,corridor,n
cold,junction,n
cold,food,n
cold,diving,n
cold,minute,n
cold,grass,n
cold,pasta,n
cold,home,n
cold,spell,n
cold,lunch,n
cold,table,n
cold,salad,n
cold,draft,n
cold,gourmet,n
cold,electron,n
cold,enamel,n
cold,room,n
cold,boot,n
cold,inlet,n
cold,knife,n
cold,bacon,n
cold,limestone,n
cold,region,n
cold,bog,n
cold,stove,n
cold,gulf,n
cold,cider,n
cold,bottle,n
cold,bottom,n
cold,wall,n
cold,wheel,n
cold,can,n
cold,kitchen,n
cold,oxygen,n
cold,item,n
cold,mist,n
cold,rug,n
cold,storage,n
cold,warehouse,n
cold,tin,n
cold,glacier,n
cold,hall,n
cold,chamber,n
cold,window,n
cold,front,n
cold,syrup,n
cold,wednesday,n
cold,car,n
cold,roof,n
cold,grain,n
cold,rice,n
cold,hand,n
cold,stone,n
cold,surroundings,n
cold,cap,n
cold,supper,n
cold,cereal,n
cold,lemon,n
cold,december,n
cold,hotel,n
cold,corpse,n
cold,jet,n
cold,june,n
cold,foam,n
cold,sector,n
cold,top,n
cold,sun,n
cold,mineral,n
cold,tuesday,n
cold,period,n
cold,jar,n
cold,church,n
cold,luncheon,n
cold,inland,n
cold,pie,n
cold,atmosphere,n
cold,hallway,n
cold,beef,n
cold,sweat,n
cold,ocean,n
cold,moisture,n
cold,plate,n
cold,ground,n
cold,well,n
cold,corner,n
cold,greenhouse,n
cold,soup,n
cold,dinner,n
cold,hose,n
cold,fluid,n
cold,fruit,n
cold,chicken,n
cold,wood,n
cold,bathroom,n
cold,dust,n
cold,compartment,n
cold,universe,n
cold,temperature,n
cold,periphery,n
cold,tea,n
cold,bedroom,n
cold,pane,n
cold,waterfall,n
cold,summer,n
cold,monday,n
cold,saturday,n
cold,february,n
cold,goose,n
cold,rainwater,n
cold,brick,n
cold,body,n
cold,leg,n
cold,land,n
cold,ceiling,n
cold,year,n
cold,afternoon,n
cold,breeze,n
cold,tongue,n
cold,marble,n
cold,lamb,n
cold,iron,n
cold,toast,n
cold,road,n
cold,foot,n
cold,pine,n
cold,desert,n
cold,weekend,n
cold,bread,n
cold,butter,n
cold,day,n
cold,booze,n
cold,spray,n
cold,brass,n
cold,coffee,n
cold,autumn,n
cold,steel,n
cold,hearth,n
cold,engine,n
cold,mass,n
cold,edge,n
cold,trap,n
cold,clothing,n
cold,shower,n
cold,bar,n
cold,cellar,n
cold,pond,n
cold,shelter,n
cold,elevator,n
cold,ham,n
cold,smoking,n
cold,season,n
cold,cup,n
cold,sausage,n
cold,concrete,n
cold,side,n
cold,rock,n
cold,stream,n
cold,damage,n
cold,crust,n
cold,potato,n
cold,stage,n
cold,chimney,n
cold,studio,n
cold,muscle,n
cold,november,n
cold,glass,n
cold,space,n
cold,receptor,n
cold,gale,n
cold,east,n
cold,island,n
cold,breakfast,n
cold,fire,n
cold,location,n
cold,flesh,n
cold,jelly,n
cold,lump,n
cold,bag,n
cold,meal,n
cold,tank,n
cold,spot,n
cold,diesel,n
cold,machine,n
cold,bath,n
cold,coconut,n
cold,sky,n
cold,pint,n
cold,july,n
cold,fuel,n
cold,plug,n
cold,beach,n
cold,chip,n
cold,bridge,n
cold,dawn,n
cold,pole,n
cold,winter,n
cold,steam,n
cold,building,n
cold,skin,n
cold,ice,n
cold,cocktail,n
cold,river,n
cold,box,n
cold,hill,n
cold,pool,n
cold,gas,n
cold,arena,n
cold,down,n
cold,dish,n
cold,sea,n
cold,weather,n
cold,morning,n
cold,seal,n
cold,valley,n
cold,aisle,n
cold,summit,n
cold,shelf,n
cold,pocket,n
cold,catering,n
cold,water,n
cold,nerve,n
cold,breath,n
cold,knot,n
cold,energy,n
cold,house,n
cold,laser,n
cold,beer,n
cold,bed,n
cold,sap,n
cold,sunday,n
cold,welding,n
cold,zone,n
cold,pizza,n
cold,fork,n
cold,duck,n
cold,thursday,n
cold,arm,n
cold,bus,n
cold,beverage,n
cold,cabinet,n
cold,swimming,n
cold,apartment,n
cold,store,n
cold,cave,n
cold,lamp,n
cold,wet,n
cold,sunshine,n
cold,swim,n
cold,tile,n
cold,air,n
cold,loft,n
cold,area,n
cold,may,n
cold,seafood,n
cold,cream,n
cold,salmon,n
cold,night,n
cold,buffet,n
cold,frost,n
cold,current,n
cold,wind,n
cold,cloth,n
cold,van,n
cold,chill,n
cold,towel,n
cold,site,n
cold,compost,n
cold,plateau,n
cold,month,n
cold,surface,n
cold,ear,n
cold,plasma,n
cold,counter,n
cold,layer,n
cold,light,n
cold,ale,n
cold,war,n
cold,hospital,n
cold,milk,n
cold,helium,n
cold,thing,n
cold,vacuum,n
cold,picnic,n
cold,september,n
cold,pavement,n
cold,buffer,n
cold,soil,n
cold,snow,n
cold,lighting,n
cold,mountain,n
cold,block,n
cold,mug,n
cold,cottage,n
cold,wax,n
cold,environment,n
cold,brake,n
cold,finger,n
cold,march,n
cold,warrior,n
cold,barn,n
cold,fracture,n
cold,friday,n
cold,shoulder,n
cold,lobster,n
cold,particle,n
cold,nitrogen,n
cold,molecule,n
cold,habitat,n
cold,apple,n
cold,dessert,n
cold,poplar,n
cold,surgery,n
cold,shadow,n
cold,world,n
cold,interior,n
cold,lava,n
cold,lager,n
cold,liquid,n
cold,bowl,n
cold,tomato,n
cold,tent,n
cold,porcelain,n
cold,coil,n
cold,phase,n
cold,reservoir,n
cold,appliance,n
cold,gin,n
deep,shame,y
deep,disregard,y
deep,history,y
deep,attachment,y
deep,acquaintance,y
deep,pride,y
deep,implication,y
deep,thought,y
deep,crisis,y
deep,diversity,y
deep,regard,y
deep,disorder,y
deep,conversation,y
deep,reform,y
deep,sorrow,y
deep,sympathy,y
deep,mystery,y
deep,dislike,y
deep,cynicism,y
deep,change,y
deep,involvement,y
deep,feeling,y
deep,anger,y
deep,hum,y
deep,sensation,y
deep,recovery,y
deep,pessimism,y
deep,knowledge,y
deep,orange,y
deep,trade,y
deep,truth,y
deep,partnership,y
deep,character,y
deep,embarrassment,y
deep,interest,y
deep,voice,y
deep,fascination,y
deep,threat,y
deep,grief,y
deep,indifference,y
deep,guess,y
deep,reason,y
deep,trance,y
deep,resentment,y
deep,apology,y
deep,disturbance,y
deep,wisdom,y
deep,research,y
deep,concession,y
deep,irritation,y
deep,desire,y
deep,ambition,y
deep,displeasure,y
deep,scorn,y
deep,legitimacy,y
deep,understanding,y
deep,hostility,y
deep,sense,y
deep,reduction,y
deep,gloom,y
deep,flavor,y
deep,banking,y
deep,tie,y
deep,emotion,y
deep,commitment,y
deep,personality,y
deep,trouble,y
deep,tension,y
deep,satisfaction,y
deep,worry,y
deep,isolation,y
deep,topic,y
deep,anguish,y
deep,investigation,y
deep,embrace,y
deep,shock,y
deep,admiration,y
deep,spirituality,y
deep,meditation,y
deep,effect,y
deep,suspicion,y
deep,study,y
deep,bond,y
deep,psychosis,y
deep,loyalty,y
deep,trust,y
deep,respect,y
deep,responsibility,y
deep,blue,y
deep,thanks,y
deep,instability,y
deep,consensus,y
deep,expertise,y
deep,remorse,y
deep,relevance,y
deep,disgust,y
deep,meaning,y
deep,gratitude,y
deep,distress,y
deep,talent,y
deep,antiquity,y
deep,relationship,y
deep,indignation,y
deep,influence,y
deep,animosity,y
deep,discount,y
deep,purple,y
deep,funk,y
deep,cleaning,y
deep,uncertainty,y
deep,reluctance,y
deep,concern,y
deep,humanity,y
deep,sensitivity,y
deep,restructuring,y
deep,significance,y
deep,transformation,y
deep,debt,y
deep,faith,y
deep,characterization,y
deep,thirst,y
deep,mistrust,y
deep,loss,y
deep,relaxation,y
deep,experience,y
deep,deficit,y
deep,fatigue,y
deep,ambivalence,y
deep,soul,y
deep,paradox,y
deep,resonance,y
deep,need,y
deep,insecurity,y
deep,depression,y
deep,intellect,y
deep,skepticism,y
deep,aversion,y
deep,discontent,y
deep,conflict,y
deep,red,y
deep,thinking,y
deep,friendship,y
deep,spending,y
deep,cooperation,y
deep,bitterness,y
deep,passion,y
deep,relation,y
deep,difference,y
deep,sadness,y
deep,despair,y
deep,psychic,y
deep,disappointment,y
deep,metaphor,y
deep,denial,y
deep,distrust,y
deep,distinction,y
deep,aim,y
deep,mourning,y
deep,misgiving,y
deep,question,y
